kind,image,class,reason,confidence,best_iou,exported_image
FN,202.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.321961,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__09.bmp
FN,202.bmp,spot,类别混淆（同位置预测成其他类别）,0.548291,0.8015,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__10.bmp
FN,202.bmp,spot,类别混淆（同位置预测成其他类别）,0.637737,0.6989,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__11.bmp
FN,202.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.321961,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__13.bmp
FN,202.bmp,spot,类别混淆（同位置预测成其他类别）,0.429086,0.7911,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__14.bmp
FP,202.bmp,splash,定位偏差或重复预测,0.6942,0.2498,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__01.bmp
FP,202.bmp,splash,类别混淆（预测类别错误）,0.6377,0.6989,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__02.bmp
FP,202.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5873,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__04.bmp
FP,202.bmp,splash,定位偏差或重复预测,0.5808,0.3959,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__05.bmp
FP,202.bmp,splash,类别混淆（预测类别错误）,0.5483,0.8015,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__06.bmp
FP,202.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.519,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__07.bmp
FP,202.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5118,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__08.bmp
FP,202.bmp,splash,类别混淆（预测类别错误）,0.4291,0.7911,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__09.bmp
FP,202.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4225,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__10.bmp
FP,202.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.394,0.0231,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/202__fp__chipping__11.bmp
FP,202.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3785,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__12.bmp
FP,202.bmp,splash,类别混淆（预测类别错误）,0.35,0.5242,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__13.bmp
FP,202.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3335,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/202__fp__splash__14.bmp
FP,202.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.322,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/202__fp__chipping__15.bmp
FN,203.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.270488,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/203__fn__splash__01.bmp
FN,203.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.270488,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/203__fn__splash__02.bmp
FN,203.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.270488,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/203__fn__spot__03.bmp
FP,203.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3216,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/203__fp__chipping__01.bmp
FP,203.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2705,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/203__fp__spot__02.bmp
FN,209.bmp,splash,定位偏差或置信度不足（存在部分重叠预测）,0.385302,0.4716,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/209__fn__splash__05.bmp
FN,209.bmp,splash,定位偏差或置信度不足（存在部分重叠预测）,0.346596,0.3876,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/209__fn__splash__06.bmp
FP,209.bmp,splash,定位偏差或重复预测,0.3853,0.4716,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/209__fp__splash__05.bmp
FP,209.bmp,splash,定位偏差或重复预测,0.3749,0.6053,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/209__fp__splash__06.bmp
FP,209.bmp,splash,定位偏差或重复预测,0.3466,0.3876,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/209__fp__splash__07.bmp
FP,209.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3186,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/209__fp__splash__08.bmp
FN,221.bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.682485,0.1837,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/221__fn__chipping__01.bmp
FN,221.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.329868,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/221__fn__chipping__02.bmp
FN,221.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.329868,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/221__fn__chipping__03.bmp
FN,221.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.329868,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/221__fn__chipping__04.bmp
FN,221.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.329868,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/221__fn__chipping__05.bmp
FN,221.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.329868,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/221__fn__chipping__06.bmp
FN,221.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.329868,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/221__fn__chipping__07.bmp
FP,221.bmp,chipping,定位偏差或重复预测,0.6825,0.1837,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/221__fp__chipping__00.bmp
FP,221.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4793,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/221__fp__splash__01.bmp
FP,221.bmp,spot,类别混淆（预测类别错误）,0.419,0.8589,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/221__fp__spot__02.bmp
FN,231.bmp,splash,类别混淆（同位置预测成其他类别）,0.655266,0.7644,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/231__fn__splash__00.bmp
FN,231.bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.606856,0.3164,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/231__fn__chipping__02.bmp
FN,231.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.603816,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/231__fn__chipping__06.bmp
FN,231.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.603816,0.0106,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/231__fn__chipping__08.bmp
FN,231.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.603816,0.0528,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/231__fn__chipping__09.bmp
FN,231.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.603816,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/231__fn__chipping__10.bmp
FN,231.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.603816,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/231__fn__chipping__11.bmp
FP,231.bmp,spot,类别混淆（预测类别错误）,0.6553,0.7644,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/231__fp__spot__03.bmp
FP,231.bmp,chipping,定位偏差或重复预测,0.6069,0.3164,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/231__fp__chipping__05.bmp
FN,235.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.328518,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/235__fn__spot__02.bmp
FN,235.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.328518,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/235__fn__spot__03.bmp
FN,238.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/238__fn__chipping__00.bmp
FN,254.bmp,splash,类别混淆（同位置预测成其他类别）,0.463804,0.8548,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/254__fn__splash__01.bmp
FN,254.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.463804,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/254__fn__spot__02.bmp
FP,254.bmp,spot,类别混淆（预测类别错误）,0.4638,0.8548,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/254__fp__spot__01.bmp
FN,262.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.253196,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/262__fn__chipping__02.bmp
FN,262.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.601703,0.122,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/262__fn__spot__08.bmp
FN,262.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.253196,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/262__fn__spot__10.bmp
FN,262.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.253196,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/262__fn__spot__11.bmp
FN,262.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.724186,0.2079,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/262__fn__spot__13.bmp
FN,262.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.253196,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/262__fn__spot__14.bmp
FP,262.bmp,spot,定位偏差或重复预测,0.7242,0.2079,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__03.bmp
FP,262.bmp,spot,定位偏差或重复预测,0.704,0.3042,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__04.bmp
FP,262.bmp,spot,定位偏差或重复预测,0.6525,0.7696,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__07.bmp
FP,262.bmp,spot,定位偏差或重复预测,0.6017,0.122,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__08.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5903,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__09.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5258,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__11.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4111,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__13.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3954,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__14.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3441,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__17.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2998,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__18.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2893,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__19.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2725,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__20.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2692,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__21.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2534,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__22.bmp
FP,262.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2532,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/262__fp__spot__23.bmp
FN,263.bmp,spot,类别混淆（同位置预测成其他类别）,0.752341,0.7546,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/263__fn__spot__00.bmp
FN,263.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.466209,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/263__fn__chipping__01.bmp
FP,263.bmp,chipping,类别混淆（预测类别错误）,0.7523,0.7546,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/263__fp__chipping__00.bmp
FP,263.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4662,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/263__fp__chipping__01.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__02.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__04.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__05.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__06.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__07.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__08.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__09.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__10.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__11.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__12.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__13.bmp
FN,266.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.279684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/266__fn__spot__14.bmp
FP,266.bmp,chipping,定位偏差或重复预测,0.309,0.2015,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/266__fp__chipping__02.bmp
FN,269.bmp,spot,类别混淆（同位置预测成其他类别）,0.891482,0.8248,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/269__fn__spot__00.bmp
FN,269.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/269__fn__spot__01.bmp
FN,269.bmp,spot,类别混淆（同位置预测成其他类别）,0.391989,0.6459,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/269__fn__spot__02.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__04.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__05.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__06.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__08.bmp
FN,269.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/269__fn__spot__09.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__11.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__12.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__15.bmp
FN,269.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/269__fn__spot__16.bmp
FN,269.bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.549204,0.1948,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__17.bmp
FN,269.bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.421011,0.2263,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__18.bmp
FN,269.bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.415249,0.413,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__19.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__20.bmp
FN,269.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/269__fn__chipping__21.bmp
FN,269.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.281712,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/269__fn__spot__22.bmp
FP,269.bmp,chipping,类别混淆（预测类别错误）,0.8915,0.8248,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/269__fp__chipping__00.bmp
FP,269.bmp,chipping,定位偏差或重复预测,0.5492,0.1948,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/269__fp__chipping__02.bmp
FP,269.bmp,chipping,定位偏差或重复预测,0.421,0.2263,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/269__fp__chipping__06.bmp
FP,269.bmp,chipping,定位偏差或重复预测,0.4152,0.413,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/269__fp__chipping__07.bmp
FP,269.bmp,chipping,类别混淆（预测类别错误）,0.392,0.6459,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/269__fp__chipping__08.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__02.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__03.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__04.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__05.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__06.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__07.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__08.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__09.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__10.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__11.bmp
FN,270.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.280622,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/270__fn__spot__12.bmp
FP,270.bmp,spot,定位偏差或重复预测,0.2964,0.7276,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/270__fp__spot__01.bmp
FP,270.bmp,spot,定位偏差或重复预测,0.2806,0.7558,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/270__fp__spot__03.bmp
FN,276.bmp,chipping,定位偏差或置信度不足（存在部分重叠预测）,0.324286,0.3292,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/276__fn__chipping__00.bmp
FN,276.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.324286,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/276__fn__spot__01.bmp
FN,276.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.324286,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/276__fn__spot__02.bmp
FN,276.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.324286,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/276__fn__spot__03.bmp
FP,276.bmp,chipping,定位偏差或重复预测,0.7242,0.2207,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/276__fp__chipping__00.bmp
FP,276.bmp,chipping,定位偏差或重复预测,0.3243,0.3292,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/276__fp__chipping__01.bmp
FN,278.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.251148,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/278__fn__spot__01.bmp
FN,278.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.251148,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/278__fn__spot__02.bmp
FN,278.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.251148,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/278__fn__spot__03.bmp
FN,278.bmp,spot,类别混淆（同位置预测成其他类别）,0.419448,0.5035,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/278__fn__spot__05.bmp
FP,278.bmp,chipping,类别混淆（预测类别错误）,0.4194,0.5035,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/278__fp__chipping__01.bmp
FN,280.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.313349,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/280__fn__spot__02.bmp
FN,280.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.313349,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/280__fn__spot__03.bmp
FP,286.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3561,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/286__fp__chipping__05.bmp
FN,29.bmp,chipping,类别混淆（同位置预测成其他类别）,0.274485,0.7944,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/29__fn__chipping__02.bmp
FN,29.bmp,chipping,类别混淆（同位置预测成其他类别）,0.352321,0.9244,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/29__fn__chipping__03.bmp
FN,29.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.274485,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/29__fn__splash__04.bmp
FN,29.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.274485,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/29__fn__splash__05.bmp
FN,29.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.274485,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/29__fn__splash__06.bmp
FN,29.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.274485,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/29__fn__splash__07.bmp
FP,29.bmp,spot,类别混淆（预测类别错误）,0.3523,0.9244,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/29__fp__spot__02.bmp
FP,29.bmp,chipping,定位偏差或重复预测,0.325,0.2825,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/29__fp__chipping__03.bmp
FP,29.bmp,spot,类别混淆（预测类别错误）,0.2745,0.7944,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/29__fp__spot__04.bmp
FN,290.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.530031,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/290__fn__chipping__00.bmp
